S.no,Account_id,Account_name,Account_status,Account_DL
23,052087197351,dig-utilmgmt-plat-002,ACTIVE,dl-dig-utilmgmt-plat-002@anthem.com
24,993514063544,dig-consdecsup-slvr-004,ACTIVE,dl-dig-consdecsup-slvr-004@anthem.com
25,146556423081,csbd-comintmgt-slvr-004,ACTIVE,dl-csbd-comintmgt-slvr-004@anthem.com
26,227958372750,dig-sharedservrosa-slvr-001,ACTIVE,dl-dig-sharedservrosa-slvr-001@anthem.com
27,340805465860,csbd-sharedserv-plat-001,ACTIVE,dl-csbd-sharedserv-plat-001@anthem.com
28,802976103064,dig-sbx0050-brz-001,ACTIVE,dl-dig-sbx0050-brz-001@anthem.com
29,808788065387,corp-infoexc-plat-001,ACTIVE,dl-corp-infoexc-plat-001@anthem.com
30,800428229835,gbd-pvddatamgt-slvr-001,ACTIVE,dl-gbd-pvddatamgt-slvr-001@anthem.com
31,004475356451,corp-infosvcarc-slvr-001,ACTIVE,dl-corp-infosvcarc-slvr-001@anthem.com
32,356193020512,corp-infsecmgmt-gld-007,ACTIVE,dl-corp-infsecmgmt-gld-007@anthem.com
33,122088976834,dig-empastcmgt-slvr-001,ACTIVE,dl-dig-empastcmgt-slvr-001@anthem.com
34,665318449775,corp-acctmgt-gld-001,ACTIVE,dl-corp-acctmgt-gld-001@anthem.com
35,005600987225,dig-anlinsig-plat-001,ACTIVE,dl-dig-anlinsig-plat-001@anthem.com
36,636724533685,dbg-empastcmgt-gld-002,ACTIVE,dl-dbg-empastcmgt-gld-002@elevancehealth.com
37,268219229943,gbd-claimadj-plat-001,ACTIVE,dl-gbd-claimadj-plat-001@anthem.com
38,877820708556,irx-phaordmgt-slvr-001,ACTIVE,dl-irx-phaordmgt-slvr-001@anthem.com
39,327381068041,irx-comstgmgt-gld-001,ACTIVE,dl-irx-comstgmgt-gld-001@anthem.com
40,799931835365,security-tools-gld,ACTIVE,dl-core-enterpriseencryption-gld@anthem.com
41,959336131513,csbd-sharedserv-gld-001,ACTIVE,dl-csbd-sharedserv-gld-001@anthem.com
42,587036641730,corp-empmgt-gld-001,ACTIVE,dl-corp-empmgt-gld-001@anthem.com
43,151952508093,dig-dlvrsermgt-slvr-001,ACTIVE,dl-dig-dlvrsermgt-slvr-001@anthem.com
44,553933851880,dig-sbx0056-brz-001,ACTIVE,dl-dig-sbx0056-brz-001@elevancehealth.com
45,894621422711,corp-corpdemo1-gld-002,ACTIVE,dl-corp-corpdemo1-gld-002@anthem.com
46,722910902949,corp-dlvrsermgt-gld-001,ACTIVE,dl-corp-dlvrsermgt-gld-001@anthem.com
47,140290174438,dbg-svcengctr-slvr-001,ACTIVE,dl-dbg-svcengctr-slvr-001@anthem.com
48,708872416516,corp-platsvcmgt-plat-001,ACTIVE,dl-corp-platsvcmgt-plat-001@anthem.com
49,442865609155,dbg-sharedserv-slvr-001,ACTIVE,dl-dbg-sharedserv-slvr-001@anthem.com
50,782116254288,dig-svcoprmgt-slvr-001,ACTIVE,dl-dig-svcoprmgt-slvr-001@anthem.com
51,321472921009,irx-mbrelgdet-plat-002,ACTIVE,dl-irx-mbrelgdet-plat-002@anthem.com
52,070864595727,corp-sharedserveda-gld-001,ACTIVE,dl-corp-sharedserveda-gld-001@anthem.com
53,368735381129,irx-platsvcmgt-gld-001,ACTIVE,dl-irx-platsvcmgt-gld-001@anthem.com
54,166642363043,csbd-claimacq-plat-001,ACTIVE,dl-csbd-claimacq-plat-001@anthem.com
55,382542435980,corp-landzone-gld-001,ACTIVE,dl-corp-landzone-gld-001@anthem.com
56,753905902983,csbd-claimstmt-slvr-003,ACTIVE,dl-csbd-claimstmt-slvr-003@anthem.com
57,213195633695,irx-prvdctrmgt-plat-001,ACTIVE,dl-irx-prvdctrmgt-plat-001@anthem.com
58,426563526952,irx-claimlcmgt-slvr-001,ACTIVE,dl-irx-claimlcmgt-slvr-001@anthem.com
59,221011403173,corp-mbrenrmgt-slvr-002,ACTIVE,dl-corp-mbrenrmgt-slvr-002@anthem.com
60,875042514184,irx-platsvcmgt-plat-002,ACTIVE,dl-irx-platsvcmgt-plat-002@anthem.com
61,813599575129,csbd-infoexc-slvr-002,ACTIVE,dl-csbd-infoexc-slvr-002@anthem.com
62,597725570778,corp-sharedservedaiaas-plat-001,ACTIVE,dl-corp-sharedservedaiaas-plat-001@anthem.com
63,001322570421,dig-patcaredlv-slvr-001,ACTIVE,dl-dig-patcaredlv-slvr-001@anthem.com
64,628733781882,dig-bnftcfg-gld-007,ACTIVE,dl-dig-bnftcfg-gld-007@anthem.com
65,396263988228,irx-mbrelgdet-slvr-001,ACTIVE,dl-irx-mbrelgdet-slvr-001@anthem.com
66,333094467191,csbd-infsecmgmt-slvr-001,ACTIVE,dl-csbd-infsecmgmt-slvr-001@anthem.com
67,422370607865,dig-talentmgt-slvr-001,ACTIVE,dl-dig-talentmgt-slvr-001@anthem.com
68,997841072072,corp-sharedservedadx-slvr-001,ACTIVE,dl-corp-sharedservedadx-slvr-001@anthem.com
69,467096551237,corp-infoexc-slvr-001,ACTIVE,dl-corp-infoexc-slvr-001@anthem.com
70,661837521984,irx-buzmgmt-plat-001,ACTIVE,dl-irx-buzmgmt-plat-001@anthem.com
71,987256620420,gbd-ctmaccbill-slvr-001,ACTIVE,dl-gbd-ctmaccbill-slvr-001@anthem.com
72,723991342006,dig-patcaredlv-gld-001,ACTIVE,dl-dig-patcaredlv-gld-001@anthem.com
73,628926135828,irx-platsvcmgt-slvr-001,ACTIVE,dl-irx-platsvcmgt-slvr-001@anthem.com
74,035080764444,dbg-finplan-gld-001,ACTIVE,dl-dbg-finplan-gld-001@anthem.com
75,995597582036,dig-pophtmgt-gld-001,ACTIVE,dl-dig-pophtmgt-gld-001@anthem.com
76,027128757289,csbd-dlvrsermgt-slvr-001,ACTIVE,dl-csbd-dlvrsermgt-slvr-001@anthem.com
77,115890721635,dig-utilmgmt-slvr-004,ACTIVE,dl-dig-utilmgmt-slvr-004@anthem.com
78,619259954025,corp-invtgmgt-gld-001,ACTIVE,dl-corp-invtgmgt-gld-001@anthem.com
79,751756100143,dig-wkflcoptm-plat-001,ACTIVE,dl-dig-wkflcoptm-plat-001@anthem.com
80,181854702584,dig-sharedservrosa-gld-007,ACTIVE,dl-dig-sharedservrosa-gld-007@anthem.com
81,474939635936,dig-wkflcoptm-gld-002,ACTIVE,dl-dig-wkflcoptm-gld-002@anthem.com
82,006714854098,dig-sharedservrosa-slvr-002,ACTIVE,dl-dig-sharedservrosa-slvr-002@anthem.com
83,296656911115,corp-dlvrsermgt-plat-001,ACTIVE,dl-corp-dlvrsermgt-plat-001@anthem.com
84,985476718398,hun-platsvcmgt-gld-001,ACTIVE,dl-hun-platsvcmgt-gld-001@anthem.com
85,708776866572,sndbx-dfsb--sb001,ACTIVE,dl-aws-DIG-sb_001@anthem.com
86,907279003308,dbg-svcoprmgt-plat-001,ACTIVE,dl-dbg-svcoprmgt-plat-001@anthem.com
87,723581442857,corp-anlinsig-slvr-001,ACTIVE,dl-corp-anlinsig-slvr-001@anthem.com
88,260023339353,gbd-svcoprmgt-slvr-002,ACTIVE,dl-gbd-svcoprmgt-slvr-002@anthem.com
89,810248918384,irx-phaordmgt-gld-001,ACTIVE,dl-irx-phaordmgt-gld-001@anthem.com
90,451792361384,dig-salesenabmt-gld-001,ACTIVE,dl-dig-salesenabmt-gld-001@anthem.com
91,365893282531,corp-timelbrmgt-plat-001,ACTIVE,dl-corp-timelbrmgt-plat-001@anthem.com
92,891368732007,irx-svcengctr-plat-001,ACTIVE,dl-irx-svcengctr-plat-001@anthem.com
93,988647855354,dig-consdecsup-plat-001,ACTIVE,dl-dig-consdecsup-plat-001@anthem.com
94,674377333127,csbd-caremgt-gld-001,ACTIVE,dl-csbd-caremgt-gld-001@anthem.com
95,560719258405,irx-claimlcmgt-gld-002,ACTIVE,dl-irx-claimlcmgt-gld-002@anthem.com
96,022919572299,gbd-svcoprmgt-gld-001,ACTIVE,dl-gbd-svcoprmgt-gld-001@anthem.com
97,541644628951,irx-anlinsig-slvr-001,ACTIVE,dl-irx-anlinsig-slvr-001@anthem.com
98,339644262595,dig-consdecsup-gld-001,ACTIVE,dl-dig-consdecsup-gld-001@anthem.com
99,340083774633,corp-pophtmgt-plat-002,ACTIVE,dl-corp-pophtmgt-plat-002@anthem.com
100,466417394960,gbd-mbrdatamgt-slvr-002,ACTIVE,dl-gbd-mbrdatamgt-slvr-002@anthem.com
101,689665504419,antm-master,ACTIVE,dl-antm-master@anthem.com
102,943061255857,gbd-mbrenrmgt-slvr-001,ACTIVE,dl-gbd-mbrenrmgt-slvr-001@anthem.com
103,771402590659,irx-sharedserv-gld-001,ACTIVE,dl-irx-sharedserv-gld-001@anthem.com
104,313076459191,dbg-sbx0042-brz-001,ACTIVE,dl-dbg-sbx0042-brz-001@anthem.com
105,482754295601,corp-sharedservedadna4-slvr-001,ACTIVE,dl-corp-sharedservedadna4-slvr-001@anthem.com
106,500806895650,dig-techsvcmgt-gld-003,ACTIVE,dl-dig-techsvcmgt-gld-003@anthem.com
107,709694092765,hun-infoexc-slvr-001,ACTIVE,dl-hun-infoexc-slvr-001@anthem.com
108,481370155901,corp-sbx0058-brz-001,ACTIVE,dl-corp-sbx0058-brz-001@anthem.com
109,077425350055,dig-sharedservrosa-slvr-004,ACTIVE,dl-dig-sharedservrosa-slvr-004@anthem.com
110,954035061044,irx-regcompmgt-gld-002,ACTIVE,dl-irx-regcompmgt-gld-002@anthem.com
111,576881875529,corp-regcompmgt-slvr-001,ACTIVE,dl-corp-regcompmgt-slvr-001@anthem.com
112,941905654945,csbd-ctmaccimpl-gld-001,ACTIVE,dl-csbd-ctmaccimpl-gld-001@anthem.com
113,944377790121,irx-legpromgt-gld-002,ACTIVE,dl-irx-legpromgt-gld-002@anthem.com
114,857194256007,gbd-netoptm-slvr-001,ACTIVE,dl-gbd-netoptm-slvr-001@anthem.com
115,820731558663,dbg-svcoprmgt-gld-001,ACTIVE,dl-dbg-svcoprmgt-gld-001@anthem.com
116,943196907230,corp-mbrenrmgt-plat-002,ACTIVE,dl-corp-mbrenrmgt-plat-002@anthem.com
117,343342754321,corp-datagovern-gld-001,ACTIVE,dl-corp-datagovern-gld-001@anthem.com
118,842018394479,irx-legpromgt-plat-002,ACTIVE,dl-irx-legpromgt-plat-002@anthem.com
119,659982571872,corp-sharedserveda-plat-001,ACTIVE,dl-corp-sharedserveda-plat-001@anthem.com
120,220642318532,dig-intpropmgt-gld-001,ACTIVE,dl-dig-intpropmgt-gld-001@anthem.com
121,315613582403,csbd-salopptmgt-gld-001,ACTIVE,dl-csbd-salopptmgt-gld-001@anthem.com
122,652798729258,corp-sharedservedadna2-gld-001,ACTIVE,dl-corp-sharedservedadna2-gld-001@anthem.com
123,839526647123,corp-infoexc-gld-001,ACTIVE,dl-corp-infoexc-gld-001@anthem.com
124,605790789463,csbd-claimstmt-slvr-006,ACTIVE,dl-csbd-claimstmt-slvr-006@anthem.com
125,544086441256,corp-corpdemo1-slvr-002,ACTIVE,dl-corp-corpdemo1-slvr-002@anthem.com
126,602693992404,dbg-empastcmgt-gld-003,ACTIVE,dl-dbg-empastcmgt-gld-003@elevancehealth.com
127,014525214635,dig-empmgt-gld-001,ACTIVE,dl-dig-empmgt-gld-001@anthem.com
128,527257445982,irx-phaordmgt-plat-001,ACTIVE,dl-irx-phaordmgt-plat-001@anthem.com
129,171071040639,irx-prsclcmgmt-slvr-001,ACTIVE,dl-irx-prsclcmgmt-slvr-001@anthem.com
130,931072493114,gbd-netoptm-plat-001,ACTIVE,dl-gbd-netoptm-plat-001@anthem.com
131,669169864873,dig-empmgt-plat-001,ACTIVE,dl-dig-empmgt-plat-001@anthem.com
132,956725757217,corp-platsvcmgt-slvr-001,ACTIVE,dl-corp-platsvcmgt-slvr-001@anthem.com
133,821440446679,corp-sharedservedadna3-plat-001,ACTIVE,dl-corp-sharedservedadna3-plat-001@anthem.com
134,714865244482,irx-sharedserv-plat-003,ACTIVE,dl-irx-sharedserv-plat-003@anthem.com
135,490073947445,irx-infodef-gld-001,ACTIVE,dl-irx-infodef-gld-001@anthem.com
136,186336625618,gbd-claimadj-gld-001,ACTIVE,dl-gbd-claimadj-gld-001@anthem.com
137,019587500222,dbg-empastcmgt-plat-001,ACTIVE,dl-dbg-empastcmgt-plat-001@elevancehealth.com
138,190147127487,corp-timelbrmgt-gld-001,ACTIVE,dl-corp-timelbrmgt-gld-001@anthem.com
139,171774380266,gbd-mbrdatamgt-gld-001,ACTIVE,dl-gbd-mbrdatamgt-gld-001@anthem.com
140,738234568511,sso,ACTIVE,dl-core-sso-lzprod@anthem.com
141,729532377425,csbd-claimlcmgt-plat-001,ACTIVE,dl-csbd-claimlcmgt-plat-001@anthem.com
142,480087196024,dig-hltdecsup-slvr-001,ACTIVE,dl-dig-hltdecsup-slvr-001@anthem.com
143,881083410769,dbg-finplan-plat-001,ACTIVE,dl-dbg-finplan-plat-001@anthem.com
144,378904290561,dig-empmgt-slvr-001,ACTIVE,dl-dig-empmgt-slvr-001@anthem.com
145,886893641236,ANTM-Network-Services-Prod-Internal,ACTIVE,DL-Network-Services-Prod@anthem.com
146,343482042429,irx-hltdecsup-slvr-001,ACTIVE,dl-irx-hltdecsup-slvr-001@anthem.com
147,498126410249,dig-pophtmgt-slvr-001,ACTIVE,dl-dig-pophtmgt-slvr-001@anthem.com
148,652689316536,corp-svcoprmgt-plat-001,ACTIVE,dl-corp-svcoprmgt-plat-001@anthem.com
149,928686456386,corp-detectmgt-gld-001,ACTIVE,dl-corp-detectmgt-gld-001@anthem.com
150,055290783404,gbd-brandmgt-plat-001,ACTIVE,dl-gbd-brandmgt-plat-001@anthem.com
151,101176311837,corp-corpsecmgt-plat-001,ACTIVE,dl-corp-corpsecmgt-plat-001@anthem.com
152,841413987250,corp-svcoprmgt-slvr-001,ACTIVE,dl-corp-svcoprmgt-slvr-001@anthem.com
153,819040616287,corp-sharedservedaiaas-gld-001,ACTIVE,dl-corp-sharedservedaiaas-gld-001@anthem.com
154,642272001091,csbd-salpropmgt-slvr-001,ACTIVE,dl-csbd-salpropmgt-slvr-001@anthem.com
155,692655806342,corp-sharedservedadna3-gld-001,ACTIVE,dl-corp-sharedservedadna3-gld-001@anthem.com
156,977313485936,gbd-enctvalid-gld-001,ACTIVE,dl-gbd-enctvalid-gld-001@anthem.com
157,459178527085,csbd-salpropmgt-plat-001,ACTIVE,dl-csbd-salpropmgt-plat-001@anthem.com
158,023441376654,irx-cstmrmgt-gld-001,ACTIVE,dl-irx-cstmrmgt-gld-001@anthem.com
159,339548417326,dig-caremgt-plat-001,ACTIVE,dl-dig-caremgt-plat-001@anthem.com
160,441862833029,dbg-sbx-0028-brz-001,ACTIVE,dl-dbg-sbx-0028-brz-001@anthem.com
161,113549891482,irx-claimvalid-plat-001,ACTIVE,dl-irx-claimvalid-plat-001@anthem.com
162,048990112090,dig-mrkcmpmng-slvr-001,ACTIVE,dl-dig-mrkcmpmng-slvr-001@anthem.com
163,024051518173,csbd-ctmaccimpl-plat-001,ACTIVE,dl-csbd-ctmaccimpl-plat-001@anthem.com
164,785933317979,irx-spcphapmgt-plat-001,ACTIVE,dl-irx-spcphapmgt-plat-001@anthem.com
165,876560741811,dig-salquotemgt-slvr-001,ACTIVE,dl-dig-salquotemgt-slvr-001@anthem.com
166,306521397541,irx-cstmrmgt-slvr-001,ACTIVE,dl-irx-cstmrmgt-slvr-001@anthem.com
167,945108887327,dig-bnftcfg-slvr-001,ACTIVE,dl-dig-bnftcfg-slvr-001@anthem.com
168,650720910445,dig-dlvrsermgt-plat-001,ACTIVE,dl-dig-dlvrsermgt-plat-001@anthem.com
169,154125627997,csbd-comintmgt-gld-001,ACTIVE,dl-csbd-comintmgt-gld-001@elevancehealth.com
170,666073213721,irx-sharedserv-slvr-005,ACTIVE,dl-irx-sharedserv-slvr-005@anthem.com
171,940210716825,irx-regcompmgt-slvr-001,ACTIVE,dl-irx-regcompmgt-slvr-001@anthem.com
172,589223570590,irx-pharprcstt-gld-001,ACTIVE,dl-irx-pharprcstt-gld-001@anthem.com
173,175593926956,gbd-campmgt-slvr-001,ACTIVE,dl-gbd-campmgt-slvr-001@anthem.com
174,440537503199,irx-prsclcmgmt-plat-001,ACTIVE,dl-irx-prsclcmgmt-plat-001@elevancehealth.com
175,163391535226,corp-sharedservedadna2-plat-001,ACTIVE,dl-corp-sharedservedadna2-plat-001@anthem.com
176,786164631807,irx-hltdecsup-plat-002,ACTIVE,dl-irx-hltdecsup-plat-002@anthem.com
177,834607317348,dig-mrkcmpmng-gld-001,ACTIVE,dl-dig-mrkcmpmng-gld-001@anthem.com
178,057014208816,gbd-infoexc-slvr-001,ACTIVE,dl-gbd-infoexc-slvr-001@anthem.com
179,868159525660,corp-infosvc-plat-001,ACTIVE,dl-corp-infosvc-plat-001@anthem.com
180,986239567218,log-archive,ACTIVE,dl-core-logging@anthem.com
181,080597759512,irx-legpromgt-plat-001,ACTIVE,dl-irx-legpromgt-plat-001@anthem.com
182,956330721481,gbd-detectmgt-slvr-001,ACTIVE,dl-gbd-detectmgt-slvr-001@anthem.com
183,422072742782,dig-salesenabmt-slvr-001,ACTIVE,dl-dig-salesenabmt-slvr-001@anthem.com
184,080446055278,dig-infosvc-gld-002,ACTIVE,dl-dig-infosvc-gld-002@anthem.com
185,344111058985,corp-sharedservedadna2-slvr-001,ACTIVE,dl-corp-sharedservedadna2-slvr-001@anthem.com
186,060175939707,csbd-claimacq-gld-001,ACTIVE,dl-csbd-claimacq-gld-001@anthem.com
187,466895538257,dig-caremgt-gld-001,ACTIVE,dl-dig-caremgt-gld-001@anthem.com
188,710726676229,dig-infoexc-slvr-001,ACTIVE,dl-dig-infoexc-slvr-001@anthem.com
189,371986990755,gbd-svcoprmgt-plat-001,ACTIVE,dl-gbd-svcoprmgt-plat-001@anthem.com
190,218368391697,hun-anlinsig-gld-001,ACTIVE,dl-hun-anlinsig-gld-001@anthem.com
191,518647877949,irx-claimvalid-gld-001,ACTIVE,dl-irx-claimvalid-gld-001@anthem.com
192,155189080444,dig-contqltsup-gld-001,ACTIVE,dl-dig-contqltsup-gld-001@anthem.com
193,780765991514,corp-sharedservedadna1-slvr-001,ACTIVE,dl-corp-sharedservedadna1-slvr-001@anthem.com
194,428666786182,dig-sharedservrosa-gld-006,ACTIVE,dl-dig-sharedservrosa-gld-006@anthem.com
195,761158361168,csbd-claimstmt-slvr-005,ACTIVE,dl-csbd-claimstmt-slvr-005@anthem.com
196,001844682400,corp-intpropmgt-gld-001,ACTIVE,dl-corp-intpropmgt-gld-001@anthem.com
197,330378570218,dig-innovmgmt-slvr-001,ACTIVE,dl-dig-innovmgmt-slvr-001@elevancehealth.com
198,644777180374,dbg-empastcmgt-slvr-001,ACTIVE,dl-dbg-empastcmgt-slvr-001@elevancehealth.com
199,454610026435,corp-acctmgt-plat-001,ACTIVE,dl-corp-acctmgt-plat-001@anthem.com
200,330641544424,corp-empmgt-plat-001,ACTIVE,dl-corp-empmgt-plat-001@anthem.com
201,945709476413,hun-anlinsig-slvr-002,ACTIVE,dl-hun-anlinsig-slvr-002@anthem.com
202,335131837504,corp-landzone-plat-001,ACTIVE,dl-corp-landzone-plat-001@anthem.com
203,606812013816,csbd-claimacq-slvr-001,ACTIVE,dl-csbd-claimacq-slvr-001@anthem.com
204,747780557692,gbd-dlvrsermgt-gld-001,ACTIVE,dl-gbd-dlvrsermgt-gld-001@anthem.com
205,387219078929,corp-empmgt-slvr-001,ACTIVE,dl-corp-empmgt-slvr-001@anthem.com
206,084019337282,ANTM-NetArch-Test,ACTIVE,DL-CAW-NetArch-Test@anthem.com
207,754722419838,csbd-mbrenrmgt-gld-001,ACTIVE,dl-csbd-mbrenrmgt-gld-001@anthem.com
208,832436849454,hun-infoexc-gld-001,ACTIVE,dl-hun-infoexc-gld-001@anthem.com
209,768234336681,dig-sharedservrosa-gld-005,ACTIVE,dl-dig-sharedservrosa-gld-005@anthem.com
210,559386054813,irx-legpromgt-plat-003,ACTIVE,dl-irx-legpromgt-plat-003@anthem.com
211,834529059848,dig-svcoprmgt-gld-001,ACTIVE,dl-dig-svcoprmgt-gld-001@anthem.com
212,334672676108,corp-infsecmgmt-slvr-001,ACTIVE,dl-corp-infsecmgmt-slvr-001@anthem.com
213,216669386700,dig-sbx0049-brz-001,ACTIVE,dl-dig-sbx0049-brz-001@anthem.com
214,863823749812,irx-cstmrmgt-plat-001,ACTIVE,dl-irx-cstmrmgt-plat-001@anthem.com
215,067105696780,irx-bnftcfg-gld-002,ACTIVE,dl-irx-bnftcfg-gld-002@anthem.com
216,088875336786,gbd-mbrdatamgt-plat-001,ACTIVE,dl-gbd-mbrdatamgt-plat-001@anthem.com
217,931369384237,irx-buzmgmt-gld-001,ACTIVE,dl-irx-buzmgmt-gld-001@anthem.com
218,778672734195,gbd-anlinsig-gld-001,ACTIVE,dl-gbd-anlinsig-gld-001@anthem.com
219,161277634314,dig-techsvcmgt-slvr-002,ACTIVE,dl-dig-techsvcmgt-slvr-002@anthem.com
220,183774177835,csbd-ctmaccbill-gld-001,ACTIVE,dl-csbd-ctmaccbill-gld-001@elevancehealth.com
221,695416833351,hun-sharedserv-slvr-002,ACTIVE,dl-hun-sharedserv-slvr-002@anthem.com
222,496633170545,dig-sharedservrosa-gld-004,ACTIVE,dl-dig-sharedservrosa-gld-004@anthem.com
223,407438166474,corp-sharedserv-plat-004,ACTIVE,dl-corp-sharedserv-plat-004@anthem.com
224,565063270194,dig-sharedservpega-plat-002,ACTIVE,dl-dig-sharedservpega-plat-002@anthem.com
225,411387887725,dbg-svcengctr-plat-001,ACTIVE,dl-dbg-svcengctr-plat-001@anthem.com
226,031763265384,gbd-mbrenrmgt-plat-001,ACTIVE,dl-gbd-mbrenrmgt-plat-001@anthem.com
227,340731219882,gbd-campmgt-gld-002,ACTIVE,dl-gbd-campmgt-gld-002@anthem.com
228,192007111311,security,ACTIVE,dl-core-infosec@anthem.com
229,659537938147,dig-infoexc-plat-001,ACTIVE,dl-dig-infoexc-plat-001@anthem.com
230,629111407134,dig-sharedservrosa-gld-003,ACTIVE,dl-dig-sharedservrosa-gld-003@anthem.com
231,587776844117,irx-claimadj-slvr-001,ACTIVE,dl-irx-claimadj-slvr-001@anthem.com
232,675328541108,irx-infodef-slvr-001,ACTIVE,dl-irx-infodef-slvr-001@anthem.com
233,784827199952,csbd-sharedserv-slvr-004,ACTIVE,dl-csbd-sharedserv-slvr-004@anthem.com
234,612044461265,irx-constsvcmgt-gld-001,ACTIVE,dl-irx-constsvcmgt-gld-001@anthem.com
235,264231060229,csbd-infoexc-slvr-004,ACTIVE,dl-csbd-infoexc-slvr-004@anthem.com
236,682158413319,gbd-prvdctrmgt-slvr-001,ACTIVE,dl-gbd-prvdctrmgt-slvr-001@anthem.com
237,214173811776,csbd-infoexc-slvr-001,ACTIVE,dl-csbd-infoexc-slvr-001@anthem.com
238,233050071410,dbg-finplan-slvr-002,ACTIVE,dl-dbg-finplan-slvr-002@anthem.com
239,088694515999,gbd-claimadj-slvr-001,ACTIVE,dl-gbd-claimadj-slvr-001@anthem.com
240,270995549656,corp-sbx0051-brz-001,ACTIVE,dl-corp-sbx0051-brz-001@anthem.com
241,485535197650,corp-svcoprmgt-gld-001,ACTIVE,dl-corp-svcoprmgt-gld-001@anthem.com
242,292619658823,csbd-dlvrsermgt-plat-001,ACTIVE,dl-csbd-dlvrsermgt-plat-001@anthem.com
243,159544598546,irx-anlinsig-plat-001,ACTIVE,dl-irx-anlinsig-plat-001@anthem.com
244,596656959749,irx-claimvalid-slvr-001,ACTIVE,dl-irx-claimvalid-slvr-001@anthem.com
245,165831031948,csbd-claimlcmgt-gld-001,ACTIVE,dl-csbd-claimlcmgt-gld-001@anthem.com
246,094828144099,dig-utilmgmt-gld-001,ACTIVE,dl-dig-utilmgmt-gld-001@anthem.com
247,527732377175,dig-sharedservrosa-gld-001,ACTIVE,dl-dig-sharedservrosa-gld-001@anthem.com
248,385400869053,dig-dlvrsermgt-gld-001,ACTIVE,dl-dig-dlvrsermgt-gld-001@anthem.com
249,939078369224,dbg-svcoprmgt-slvr-001,ACTIVE,dl-dbg-svcoprmgt-slvr-001@anthem.com
250,955220849502,dig-svcengctr-slvr-001,ACTIVE,dl-dig-svcengctr-slvr-001@anthem.com
251,998861227953,csbd-mbrenrmgt-slvr-001,ACTIVE,dl-csbd-mbrenrmgt-slvr-001@anthem.com
252,841386843079,dig-claimadj-gld-001,ACTIVE,dl-dig-claimadj-gld-001@anthem.com
253,154165637364,irx-pharprcstt-slvr-002,ACTIVE,dl-irx-pharprcstt-slvr-002@anthem.com
254,039791437256,corp-sbx-0024-brz-001,ACTIVE,dl-corp-sbx-0024-brz-n001@anthem.com
255,599178209320,corp-sharedservedadx-plat-002,ACTIVE,dl-corp-sharedservedadx-plat-002@anthem.com
256,339818831361,dbg-svcengctr-gld-001,ACTIVE,dl-dbg-svcengctr-gld-001@anthem.com
257,976822707729,irx-prsclcmgmt-gld-001,ACTIVE,dl-irx-prsclcmgmt-gld-001@anthem.com
258,915106308636,corp-infsecmgmt-plat-001,ACTIVE,dl-corp-infsecmgmt-plat-001@anthem.com
